vendor,plan_code,channel,country_code,status,reason,checked_at,evidence_url,price_kind,amount,currency,cny_estimate,verified_at,price_source
"anthropic","claude-pro-annual","web","JP","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-annual","web","PH","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-annual","web","SG","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-annual","web","TR","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-annual","web","TW","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-annual","web","US","verified","已从官方页面解析套餐价格","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","exact","200.000000","USD","1342.178627","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan"
"anthropic","claude-pro-monthly","app_store","AU","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/au/app/id6473753684","exact","30.000000","AUD","145.024173","2026-09-07T07:06:32.308Z","https://apps.apple.com/au/app/id6473753684"
"anthropic","claude-pro-monthly","app_store","BR","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/br/app/id6473753684","exact","129.900000","BRL","170.548280","2026-09-07T07:06:32.308Z","https://apps.apple.com/br/app/id6473753684"
"anthropic","claude-pro-monthly","app_store","CA","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/ca/app/id6473753684","exact","28.000000","CAD","136.166105","2026-09-07T07:06:32.308Z","https://apps.apple.com/ca/app/id6473753684"
"anthropic","claude-pro-monthly","app_store","GB","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/gb/app/id6473753684","exact","20.000000","GBP","181.596778","2026-09-07T07:06:32.308Z","https://apps.apple.com/gb/app/id6473753684"
"anthropic","claude-pro-monthly","app_store","ID","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/id/app/id6473753684","exact","349000.000000","IDR","132.805668","2026-09-07T07:06:32.308Z","https://apps.apple.com/id/app/id6473753684"
"anthropic","claude-pro-monthly","app_store","IN","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/in/app/id6473753684","exact","1999.000000","INR","141.973206","2026-09-07T07:06:32.308Z","https://apps.apple.com/in/app/id6473753684"
"anthropic","claude-pro-monthly","app_store","JP","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/jp/app/id6473753684","exact","3000.000000","JPY","128.851809","2026-09-07T07:06:32.308Z","https://apps.apple.com/jp/app/id6473753684"
"anthropic","claude-pro-monthly","app_store","PH","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/ph/app/id6473753684","exact","1290.000000","PHP","138.180877","2026-09-07T07:06:32.308Z","https://apps.apple.com/ph/app/id6473753684"
"anthropic","claude-pro-monthly","app_store","SG","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/sg/app/id6473753684","exact","29.980000","SGD","158.806039","2026-09-07T07:06:32.308Z","https://apps.apple.com/sg/app/id6473753684"
"anthropic","claude-pro-monthly","app_store","TR","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/tr/app/id6473753684","exact","999.990000","TRY","138.532705","2026-09-07T07:06:32.308Z","https://apps.apple.com/tr/app/id6473753684"
"anthropic","claude-pro-monthly","app_store","TW","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/tw/app/id6473753684","exact","690.000000","TWD","","2026-09-07T07:06:32.308Z","https://apps.apple.com/tw/app/id6473753684"
"anthropic","claude-pro-monthly","app_store","US","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/us/app/id6473753684","exact","20.000000","USD","134.217863","2026-09-07T07:06:32.308Z","https://apps.apple.com/us/app/id6473753684"
"anthropic","claude-pro-monthly","google_play","AU","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.anthropic.claude&hl=en_US&gl=AU","","","","","",""
"anthropic","claude-pro-monthly","google_play","BR","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.anthropic.claude&hl=en_US&gl=BR","","","","","",""
"anthropic","claude-pro-monthly","google_play","CA","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.anthropic.claude&hl=en_US&gl=CA","","","","","",""
"anthropic","claude-pro-monthly","google_play","GB","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.anthropic.claude&hl=en_US&gl=GB","","","","","",""
"anthropic","claude-pro-monthly","google_play","ID","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.anthropic.claude&hl=en_US&gl=ID","","","","","",""
"anthropic","claude-pro-monthly","google_play","IN","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.anthropic.claude&hl=en_US&gl=IN","","","","","",""
"anthropic","claude-pro-monthly","google_play","JP","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.anthropic.claude&hl=en_US&gl=JP","","","","","",""
"anthropic","claude-pro-monthly","google_play","PH","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.anthropic.claude&hl=en_US&gl=PH","","","","","",""
"anthropic","claude-pro-monthly","google_play","SG","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.anthropic.claude&hl=en_US&gl=SG","","","","","",""
"anthropic","claude-pro-monthly","google_play","TR","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.anthropic.claude&hl=en_US&gl=TR","","","","","",""
"anthropic","claude-pro-monthly","google_play","TW","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.anthropic.claude&hl=en_US&gl=TW","","","","","",""
"anthropic","claude-pro-monthly","google_play","US","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.anthropic.claude&hl=en_US&gl=US","","","","","",""
"anthropic","claude-pro-monthly","web","AU","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-monthly","web","BR","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-monthly","web","CA","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-monthly","web","GB","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-monthly","web","ID","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-monthly","web","IN","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-monthly","web","JP","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-monthly","web","PH","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-monthly","web","SG","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-monthly","web","TR","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-monthly","web","TW","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","","","","","",""
"anthropic","claude-pro-monthly","web","US","verified","已从官方页面解析套餐价格","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan","exact","20.000000","USD","134.217863","2026-09-07T07:06:32.308Z","https://support.claude.com/en/articles/11049762-choose-a-claude-plan"
"google","google-ai-plus-monthly","app_store","AU","ambiguous_sku","同名内购项存在多个金额，公开名称未区分周期或优惠资格；不将最便宜的一项直接认作标准月价","2026-09-07T07:06:32.308Z","https://apps.apple.com/au/app/id6477489729","exact","7.990000","AUD","38.624771","2026-09-07T07:03:24.723Z","https://apps.apple.com/au/app/id6477489729"
"google","google-ai-plus-monthly","app_store","BR","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/br/app/id6477489729","exact","24.990000","BRL","32.809865","2026-09-07T07:06:32.308Z","https://apps.apple.com/br/app/id6477489729"
"google","google-ai-plus-monthly","app_store","CA","sku_not_listed","公开内购列表未列出此套餐，不代表不能购买","2026-09-07T07:06:32.308Z","https://apps.apple.com/ca/app/id6477489729","","","","","",""
"google","google-ai-plus-monthly","app_store","GB","ambiguous_sku","同名内购项存在多个金额，公开名称未区分周期或优惠资格；不将最便宜的一项直接认作标准月价","2026-09-07T07:06:32.308Z","https://apps.apple.com/gb/app/id6477489729","exact","4.490000","GBP","40.768477","2026-09-07T07:03:24.723Z","https://apps.apple.com/gb/app/id6477489729"
"google","google-ai-plus-monthly","app_store","ID","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/id/app/id6477489729","exact","75000.000000","IDR","28.539900","2026-09-07T07:06:32.308Z","https://apps.apple.com/id/app/id6477489729"
"google","google-ai-plus-monthly","app_store","IN","ambiguous_sku","同名内购项存在多个金额，公开名称未区分周期或优惠资格；不将最便宜的一项直接认作标准月价","2026-09-07T07:06:32.308Z","https://apps.apple.com/in/app/id6477489729","exact","399.000000","INR","28.337824","2026-09-07T07:03:24.723Z","https://apps.apple.com/in/app/id6477489729"
"google","google-ai-plus-monthly","app_store","JP","ambiguous_sku","同名内购项存在多个金额，公开名称未区分周期或优惠资格；不将最便宜的一项直接认作标准月价","2026-09-07T07:06:32.308Z","https://apps.apple.com/jp/app/id6477489729","exact","720.000000","JPY","30.924434","2026-09-07T07:03:24.723Z","https://apps.apple.com/jp/app/id6477489729"
"google","google-ai-plus-monthly","app_store","PH","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/ph/app/id6477489729","exact","285.000000","PHP","30.528333","2026-09-07T07:06:32.308Z","https://apps.apple.com/ph/app/id6477489729"
"google","google-ai-plus-monthly","app_store","SG","ambiguous_sku","同名内购项存在多个金额，公开名称未区分周期或优惠资格；不将最便宜的一项直接认作标准月价","2026-09-07T07:06:32.308Z","https://apps.apple.com/sg/app/id6477489729","exact","6.980000","SGD","36.973521","2026-09-07T07:03:24.723Z","https://apps.apple.com/sg/app/id6477489729"
"google","google-ai-plus-monthly","app_store","TR","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/tr/app/id6477489729","exact","199.990000","TRY","27.705433","2026-09-07T07:06:32.308Z","https://apps.apple.com/tr/app/id6477489729"
"google","google-ai-plus-monthly","app_store","TW","ambiguous_sku","同名内购项存在多个金额，公开名称未区分周期或优惠资格；不将最便宜的一项直接认作标准月价","2026-09-07T07:06:32.308Z","https://apps.apple.com/tw/app/id6477489729","exact","165.000000","TWD","","2026-09-07T07:03:24.723Z","https://apps.apple.com/tw/app/id6477489729"
"google","google-ai-plus-monthly","app_store","US","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/us/app/id6477489729","exact","4.990000","USD","33.487357","2026-09-07T07:06:32.308Z","https://apps.apple.com/us/app/id6477489729"
"google","google-ai-plus-monthly","google_play","AU","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=AU","","","","","",""
"google","google-ai-plus-monthly","google_play","BR","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=BR","","","","","",""
"google","google-ai-plus-monthly","google_play","CA","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=CA","","","","","",""
"google","google-ai-plus-monthly","google_play","GB","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=GB","","","","","",""
"google","google-ai-plus-monthly","google_play","ID","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=ID","","","","","",""
"google","google-ai-plus-monthly","google_play","IN","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=IN","","","","","",""
"google","google-ai-plus-monthly","google_play","JP","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=JP","","","","","",""
"google","google-ai-plus-monthly","google_play","PH","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=PH","","","","","",""
"google","google-ai-plus-monthly","google_play","SG","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=SG","","","","","",""
"google","google-ai-plus-monthly","google_play","TR","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=TR","","","","","",""
"google","google-ai-plus-monthly","google_play","TW","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=TW","","","","","",""
"google","google-ai-plus-monthly","google_play","US","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=US","","","","","",""
"google","google-ai-plus-monthly","web","AU","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
"google","google-ai-plus-monthly","web","BR","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
"google","google-ai-plus-monthly","web","CA","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
"google","google-ai-plus-monthly","web","GB","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
"google","google-ai-plus-monthly","web","ID","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
"google","google-ai-plus-monthly","web","IN","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
"google","google-ai-plus-monthly","web","JP","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
"google","google-ai-plus-monthly","web","PH","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
"google","google-ai-plus-monthly","web","SG","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
"google","google-ai-plus-monthly","web","TR","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
"google","google-ai-plus-monthly","web","TW","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
"google","google-ai-plus-monthly","web","US","price_not_public","公开页未提供能对应此套餐、币种与周期的精确价格","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
"google","google-ai-pro-monthly","app_store","AU","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/au/app/id6477489729","exact","32.990000","AUD","159.478248","2026-09-07T07:06:32.308Z","https://apps.apple.com/au/app/id6477489729"
"google","google-ai-pro-monthly","app_store","BR","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/br/app/id6477489729","exact","96.900000","BRL","127.221927","2026-09-07T07:06:32.308Z","https://apps.apple.com/br/app/id6477489729"
"google","google-ai-pro-monthly","app_store","CA","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/ca/app/id6477489729","exact","26.990000","CAD","131.254400","2026-09-07T07:06:32.308Z","https://apps.apple.com/ca/app/id6477489729"
"google","google-ai-pro-monthly","app_store","GB","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/gb/app/id6477489729","exact","18.990000","GBP","172.426140","2026-09-07T07:06:32.308Z","https://apps.apple.com/gb/app/id6477489729"
"google","google-ai-pro-monthly","app_store","ID","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/id/app/id6477489729","exact","309000.000000","IDR","117.584388","2026-09-07T07:06:32.308Z","https://apps.apple.com/id/app/id6477489729"
"google","google-ai-pro-monthly","app_store","IN","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/in/app/id6477489729","exact","1950.000000","INR","138.493123","2026-09-07T07:06:32.308Z","https://apps.apple.com/in/app/id6477489729"
"google","google-ai-pro-monthly","app_store","JP","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/jp/app/id6477489729","exact","2900.000000","JPY","124.556749","2026-09-07T07:06:32.308Z","https://apps.apple.com/jp/app/id6477489729"
"google","google-ai-pro-monthly","app_store","PH","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/ph/app/id6477489729","exact","1100.000000","PHP","117.828655","2026-09-07T07:06:32.308Z","https://apps.apple.com/ph/app/id6477489729"
"google","google-ai-pro-monthly","app_store","SG","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/sg/app/id6477489729","exact","28.900000","SGD","153.085208","2026-09-07T07:06:32.308Z","https://apps.apple.com/sg/app/id6477489729"
"google","google-ai-pro-monthly","app_store","TR","ambiguous_sku","同名内购项存在多个金额，公开名称未区分周期或优惠资格；不将最便宜的一项直接认作标准月价","2026-09-07T07:06:32.308Z","https://apps.apple.com/tr/app/id6477489729","exact","539.990000","TRY","74.807023","2026-09-07T07:03:24.723Z","https://apps.apple.com/tr/app/id6477489729"
"google","google-ai-pro-monthly","app_store","TW","ambiguous_sku","同名内购项存在多个金额，公开名称未区分周期或优惠资格；不将最便宜的一项直接认作标准月价","2026-09-07T07:06:32.308Z","https://apps.apple.com/tw/app/id6477489729","exact","650.000000","TWD","","2026-09-07T07:03:24.723Z","https://apps.apple.com/tw/app/id6477489729"
"google","google-ai-pro-monthly","app_store","US","verified","已解析对应内购项；周期按标准套餐映射，结算时复核","2026-09-07T07:06:32.308Z","https://apps.apple.com/us/app/id6477489729","exact","19.990000","USD","134.150754","2026-09-07T07:06:32.308Z","https://apps.apple.com/us/app/id6477489729"
"google","google-ai-pro-monthly","google_play","AU","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=AU","","","","","",""
"google","google-ai-pro-monthly","google_play","BR","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=BR","","","","","",""
"google","google-ai-pro-monthly","google_play","CA","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=CA","","","","","",""
"google","google-ai-pro-monthly","google_play","GB","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=GB","","","","","",""
"google","google-ai-pro-monthly","google_play","ID","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=ID","","","","","",""
"google","google-ai-pro-monthly","google_play","IN","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=IN","","","","","",""
"google","google-ai-pro-monthly","google_play","JP","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=JP","","","","","",""
"google","google-ai-pro-monthly","google_play","PH","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=PH","","","","","",""
"google","google-ai-pro-monthly","google_play","SG","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=SG","","","","","",""
"google","google-ai-pro-monthly","google_play","TR","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=TR","","","","","",""
"google","google-ai-pro-monthly","google_play","TW","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=TW","","","","","",""
"google","google-ai-pro-monthly","google_play","US","price_not_public","Google Play 公开应用页不提供可归属到此套餐的内购 SKU 价格，需应用内结算核验","2026-09-07T07:06:32.308Z","https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&gl=US","","","","","",""
"google","google-ai-pro-monthly","web","AU","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
"google","google-ai-pro-monthly","web","BR","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
"google","google-ai-pro-monthly","web","CA","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
"google","google-ai-pro-monthly","web","GB","regional_checkout_required","公开参考页未提供该地区的结算价，需地区账户或结算页核验","2026-09-07T07:06:32.308Z","https://one.google.com/about/google-ai-plans/","","","","","",""
